Sample,Family,Genus,Species,Species_name,Abundance
82,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
82,Glomeraceae,Glomus,VTX00359,VTX00359,0
82,Glomeraceae,Glomus,VTX00360,VTX00360,0
82,Glomeraceae,Glomus,VTX00361,VTX00361,0
82,Glomeraceae,Glomus,VTX00364,VTX00364,2
82,Glomeraceae,Glomus,VTX00366,VTX00366,0
82,Glomeraceae,Glomus,VTX00371,VTX00371,0
82,Glomeraceae,Glomus,VTX00372,VTX00372,0
82,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
82,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
82,Glomeraceae,Glomus,VTX00381,VTX00381,2
82,Glomeraceae,Glomus,VTX00383,VTX00383,0
82,Glomeraceae,Glomus,VTX00384,VTX00384,0
82,Glomeraceae,Glomus,VTX00388,VTX00388,0
82,Glomeraceae,Glomus,VTX00395,VTX00395,0
82,Glomeraceae,Glomus,VTX00397,VTX00397,4
82,Glomeraceae,Glomus,VTX00398,VTX00398,0
82,Glomeraceae,Glomus,VTX00399,VTX00399,0
82,Diversisporaceae,Diversispora,VTX00401,VTX00401,2
82,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
82,Glomeraceae,Glomus,VTX00407,VTX00407,1
82,Glomeraceae,Glomus,VTX00409,VTX00409,16
82,Glomeraceae,Glomus,VTX00411,VTX00411,0
82,Glomeraceae,Glomus,VTX00412,VTX00412,1
82,Glomeraceae,Glomus,VTX00415,VTX00415,0
82,Glomeraceae,Glomus,VTX00418,VTX00418,112
82,Glomeraceae,Glomus,VTX00419,VTX00419,0
82,Glomeraceae,Glomus,VTX00420,VTX00420,0
82,Glomeraceae,Glomus,VTX00423,VTX00423,198
82,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
82,Glomeraceae,Glomus,VTX00437,VTX00437,0
82,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,185
84,Unassigned,Unassigned,Unassigned,Unassigned,9
84,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
84,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
84,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
84,Glomeraceae,Glomus,VTX00063,VTX00063,373
84,Glomeraceae,Glomus,VTX00064,VTX00064,2
84,Glomeraceae,Glomus,VTX00077,VTX00077,11
84,Glomeraceae,Glomus,VTX00085,VTX00085,0
84,Glomeraceae,Glomus,VTX00089,VTX00089,0
84,Glomeraceae,Glomus,VTX00092,VTX00092,0
84,Glomeraceae,Glomus,VTX00099,VTX00099,2
84,Glomeraceae,Glomus,VTX00100,VTX00100,0
84,Glomeraceae,Glomus,VTX00101,VTX00101,0
84,Glomeraceae,Glomus,VTX00104,VTX00104,0
84,Glomeraceae,Glomus,VTX00108,VTX00108,0
84,Glomeraceae,Glomus,VTX00109,VTX00109,6
84,Glomeraceae,Glomus,VTX00111,VTX00111,0
84,Glomeraceae,Glomus,VTX00112,VTX00112,0
84,Glomeraceae,Glomus,VTX00113,VTX00113,0
84,Glomeraceae,Glomus,VTX00114,VTX00114,37
84,Glomeraceae,Glomus,VTX00121,VTX00121,0
84,Glomeraceae,Glomus,VTX00122,VTX00122,0
84,Glomeraceae,Glomus,VTX00124,VTX00124,0
84,Glomeraceae,Glomus,VTX00130,VTX00130,242
84,Glomeraceae,Glomus,VTX00132,VTX00132,0
84,Glomeraceae,Glomus,VTX00135,VTX00135,0
84,Glomeraceae,Glomus,VTX00137,VTX00137,0
84,Glomeraceae,Glomus,VTX00143,VTX00143,0
84,Glomeraceae,Glomus,VTX00146,VTX00146,0
84,Glomeraceae,Glomus,VTX00149,VTX00149,18
84,Glomeraceae,Glomus,VTX00151,VTX00151,4
84,Glomeraceae,Glomus,VTX00154,VTX00154,0
84,Glomeraceae,Glomus,VTX00155,VTX00155,0
84,Glomeraceae,Glomus,VTX00156,VTX00156,0
84,Glomeraceae,Glomus,VTX00167,VTX00167,0
84,Glomeraceae,Glomus,VTX00174,VTX00174,2
84,Glomeraceae,Glomus,VTX00175,VTX00175,0
84,Glomeraceae,Glomus,VTX00177,VTX00177,0
84,Glomeraceae,Glomus,VTX00178,VTX00178,3
84,Glomeraceae,Glomus,VTX00183,VTX00183,0
84,Glomeraceae,Glomus,VTX00191,VTX00191,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
84,Glomeraceae,Glomus,VTX00194,VTX00194,0
84,Glomeraceae,Glomus,VTX00197,VTX00197,60
84,Glomeraceae,Glomus,VTX00206,VTX00206,7
84,Glomeraceae,Glomus,VTX00209,VTX00209,5
84,Glomeraceae,Glomus,VTX00212,VTX00212,0
84,Glomeraceae,Glomus,VTX00213,VTX00213,22
84,Glomeraceae,Glomus,VTX00214,VTX00214,2
84,Glomeraceae,Glomus,VTX00216,VTX00216,2
84,Glomeraceae,Glomus,VTX00222,VTX00222,0
84,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,1
84,Glomeraceae,Glomus,VTX00233,VTX00233,0
84,Glomeraceae,Glomus,VTX00234,VTX00234,0
84,Glomeraceae,Glomus,VTX00235,VTX00235,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
84,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
84,Glomeraceae,Glomus,VTX00247,VTX00247,0
84,Glomeraceae,Glomus,VTX00248,VTX00248,0
84,Gigasporaceae,Scutellospora,VTX00255,VTX00255,3
84,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
84,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,479
84,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,561
84,Glomeraceae,Glomus,VTX00287,VTX00287,1
84,Glomeraceae,Glomus,VTX00294,VTX00294,0
84,Glomeraceae,Glomus,VTX00301,VTX00301,0
84,Glomeraceae,Glomus,VTX00304,VTX00304,1
84,Diversisporaceae,Diversispora,VTX00306,VTX00306,265
84,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,95
84,Glomeraceae,Glomus,VTX00310,VTX00310,0
84,Glomeraceae,Glomus,VTX00312,VTX00312,0
84,Glomeraceae,Glomus,VTX00319,VTX00319,0
84,Glomeraceae,Glomus,VTX00322,VTX00322,3
84,Glomeraceae,Glomus,VTX00323,VTX00323,5
84,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
84,Glomeraceae,Glomus,VTX00331,VTX00331,47
84,Glomeraceae,Glomus,VTX00332,VTX00332,73
84,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,0
84,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
84,Glomeraceae,Glomus,VTX00342,VTX00342,0
84,Glomeraceae,Glomus,VTX00343,VTX00343,6
84,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,1541
84,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,25
84,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,28
84,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
84,Glomeraceae,Glomus,VTX00359,VTX00359,0
84,Glomeraceae,Glomus,VTX00360,VTX00360,0
84,Glomeraceae,Glomus,VTX00361,VTX00361,0
84,Glomeraceae,Glomus,VTX00364,VTX00364,3
84,Glomeraceae,Glomus,VTX00366,VTX00366,0
84,Glomeraceae,Glomus,VTX00371,VTX00371,0
84,Glomeraceae,Glomus,VTX00372,VTX00372,2
84,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
84,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
84,Glomeraceae,Glomus,VTX00381,VTX00381,0
84,Glomeraceae,Glomus,VTX00383,VTX00383,0
84,Glomeraceae,Glomus,VTX00384,VTX00384,0
84,Glomeraceae,Glomus,VTX00388,VTX00388,0
84,Glomeraceae,Glomus,VTX00395,VTX00395,0
84,Glomeraceae,Glomus,VTX00397,VTX00397,0
84,Glomeraceae,Glomus,VTX00398,VTX00398,0
84,Glomeraceae,Glomus,VTX00399,VTX00399,0
84,Diversisporaceae,Diversispora,VTX00401,VTX00401,0
84,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
84,Glomeraceae,Glomus,VTX00407,VTX00407,0
84,Glomeraceae,Glomus,VTX00409,VTX00409,65
84,Glomeraceae,Glomus,VTX00411,VTX00411,0
84,Glomeraceae,Glomus,VTX00412,VTX00412,0
84,Glomeraceae,Glomus,VTX00415,VTX00415,0
84,Glomeraceae,Glomus,VTX00418,VTX00418,13
84,Glomeraceae,Glomus,VTX00419,VTX00419,0
84,Glomeraceae,Glomus,VTX00420,VTX00420,0
84,Glomeraceae,Glomus,VTX00423,VTX00423,336
84,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
84,Glomeraceae,Glomus,VTX00437,VTX00437,3
84,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,0
86,Unassigned,Unassigned,Unassigned,Unassigned,0
86,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
86,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
86,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
86,Glomeraceae,Glomus,VTX00063,VTX00063,0
86,Glomeraceae,Glomus,VTX00064,VTX00064,0
86,Glomeraceae,Glomus,VTX00077,VTX00077,0
86,Glomeraceae,Glomus,VTX00085,VTX00085,0
86,Glomeraceae,Glomus,VTX00089,VTX00089,0
86,Glomeraceae,Glomus,VTX00092,VTX00092,0
86,Glomeraceae,Glomus,VTX00099,VTX00099,0
86,Glomeraceae,Glomus,VTX00100,VTX00100,0
86,Glomeraceae,Glomus,VTX00101,VTX00101,0
86,Glomeraceae,Glomus,VTX00104,VTX00104,0
86,Glomeraceae,Glomus,VTX00108,VTX00108,23
86,Glomeraceae,Glomus,VTX00109,VTX00109,0
86,Glomeraceae,Glomus,VTX00111,VTX00111,0
86,Glomeraceae,Glomus,VTX00112,VTX00112,0
86,Glomeraceae,Glomus,VTX00113,VTX00113,0
86,Glomeraceae,Glomus,VTX00114,VTX00114,542
86,Glomeraceae,Glomus,VTX00121,VTX00121,0
86,Glomeraceae,Glomus,VTX00122,VTX00122,0
86,Glomeraceae,Glomus,VTX00124,VTX00124,0
86,Glomeraceae,Glomus,VTX00130,VTX00130,208
86,Glomeraceae,Glomus,VTX00132,VTX00132,11
86,Glomeraceae,Glomus,VTX00135,VTX00135,0
86,Glomeraceae,Glomus,VTX00137,VTX00137,0
86,Glomeraceae,Glomus,VTX00143,VTX00143,0
86,Glomeraceae,Glomus,VTX00146,VTX00146,0
86,Glomeraceae,Glomus,VTX00149,VTX00149,0
86,Glomeraceae,Glomus,VTX00151,VTX00151,0
86,Glomeraceae,Glomus,VTX00154,VTX00154,0
86,Glomeraceae,Glomus,VTX00155,VTX00155,0
86,Glomeraceae,Glomus,VTX00156,VTX00156,212
86,Glomeraceae,Glomus,VTX00167,VTX00167,0
86,Glomeraceae,Glomus,VTX00174,VTX00174,0
86,Glomeraceae,Glomus,VTX00175,VTX00175,0
86,Glomeraceae,Glomus,VTX00177,VTX00177,0
86,Glomeraceae,Glomus,VTX00178,VTX00178,3
86,Glomeraceae,Glomus,VTX00183,VTX00183,0
86,Glomeraceae,Glomus,VTX00191,VTX00191,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
86,Glomeraceae,Glomus,VTX00194,VTX00194,5
86,Glomeraceae,Glomus,VTX00197,VTX00197,0
86,Glomeraceae,Glomus,VTX00206,VTX00206,0
86,Glomeraceae,Glomus,VTX00209,VTX00209,2
86,Glomeraceae,Glomus,VTX00212,VTX00212,0
86,Glomeraceae,Glomus,VTX00213,VTX00213,126
86,Glomeraceae,Glomus,VTX00214,VTX00214,29
86,Glomeraceae,Glomus,VTX00216,VTX00216,0
86,Glomeraceae,Glomus,VTX00222,VTX00222,0
86,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
86,Glomeraceae,Glomus,VTX00233,VTX00233,0
86,Glomeraceae,Glomus,VTX00234,VTX00234,0
86,Glomeraceae,Glomus,VTX00235,VTX00235,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
86,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
86,Glomeraceae,Glomus,VTX00247,VTX00247,0
86,Glomeraceae,Glomus,VTX00248,VTX00248,0
86,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
86,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
86,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,636
86,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,0
86,Glomeraceae,Glomus,VTX00287,VTX00287,0
86,Glomeraceae,Glomus,VTX00294,VTX00294,0
86,Glomeraceae,Glomus,VTX00301,VTX00301,0
86,Glomeraceae,Glomus,VTX00304,VTX00304,0
86,Diversisporaceae,Diversispora,VTX00306,VTX00306,442
86,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,55
86,Glomeraceae,Glomus,VTX00310,VTX00310,0
86,Glomeraceae,Glomus,VTX00312,VTX00312,0
86,Glomeraceae,Glomus,VTX00319,VTX00319,0
86,Glomeraceae,Glomus,VTX00322,VTX00322,0
86,Glomeraceae,Glomus,VTX00323,VTX00323,0
86,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
86,Glomeraceae,Glomus,VTX00331,VTX00331,42
86,Glomeraceae,Glomus,VTX00332,VTX00332,108
86,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,0
86,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
86,Glomeraceae,Glomus,VTX00342,VTX00342,0
86,Glomeraceae,Glomus,VTX00343,VTX00343,61
86,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,1311
86,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,0
86,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,5
86,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
86,Glomeraceae,Glomus,VTX00359,VTX00359,0
86,Glomeraceae,Glomus,VTX00360,VTX00360,0
86,Glomeraceae,Glomus,VTX00361,VTX00361,0
86,Glomeraceae,Glomus,VTX00364,VTX00364,0
86,Glomeraceae,Glomus,VTX00366,VTX00366,0
86,Glomeraceae,Glomus,VTX00371,VTX00371,0
86,Glomeraceae,Glomus,VTX00372,VTX00372,0
86,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,2
86,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
86,Glomeraceae,Glomus,VTX00381,VTX00381,0
86,Glomeraceae,Glomus,VTX00383,VTX00383,0
86,Glomeraceae,Glomus,VTX00384,VTX00384,0
86,Glomeraceae,Glomus,VTX00388,VTX00388,0
86,Glomeraceae,Glomus,VTX00395,VTX00395,25
86,Glomeraceae,Glomus,VTX00397,VTX00397,0
86,Glomeraceae,Glomus,VTX00398,VTX00398,0
86,Glomeraceae,Glomus,VTX00399,VTX00399,0
86,Diversisporaceae,Diversispora,VTX00401,VTX00401,0
86,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
86,Glomeraceae,Glomus,VTX00407,VTX00407,0
86,Glomeraceae,Glomus,VTX00409,VTX00409,0
86,Glomeraceae,Glomus,VTX00411,VTX00411,0
86,Glomeraceae,Glomus,VTX00412,VTX00412,0
86,Glomeraceae,Glomus,VTX00415,VTX00415,0
86,Glomeraceae,Glomus,VTX00418,VTX00418,77
86,Glomeraceae,Glomus,VTX00419,VTX00419,0
86,Glomeraceae,Glomus,VTX00420,VTX00420,0
86,Glomeraceae,Glomus,VTX00423,VTX00423,248
86,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
86,Glomeraceae,Glomus,VTX00437,VTX00437,0
86,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,190
88,Unassigned,Unassigned,Unassigned,Unassigned,0
88,Gigasporaceae,Scutellospora,VTX00052,VTX00052,3
88,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
88,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
88,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
88,Glomeraceae,Glomus,VTX00063,VTX00063,248
88,Glomeraceae,Glomus,VTX00064,VTX00064,0
88,Glomeraceae,Glomus,VTX00077,VTX00077,0
88,Glomeraceae,Glomus,VTX00085,VTX00085,0
88,Glomeraceae,Glomus,VTX00089,VTX00089,0
88,Glomeraceae,Glomus,VTX00092,VTX00092,0
88,Glomeraceae,Glomus,VTX00099,VTX00099,8
88,Glomeraceae,Glomus,VTX00100,VTX00100,0
88,Glomeraceae,Glomus,VTX00101,VTX00101,0
88,Glomeraceae,Glomus,VTX00104,VTX00104,0
88,Glomeraceae,Glomus,VTX00108,VTX00108,0
88,Glomeraceae,Glomus,VTX00109,VTX00109,0
88,Glomeraceae,Glomus,VTX00111,VTX00111,0
88,Glomeraceae,Glomus,VTX00112,VTX00112,0
88,Glomeraceae,Glomus,VTX00113,VTX00113,0
88,Glomeraceae,Glomus,VTX00114,VTX00114,53
88,Glomeraceae,Glomus,VTX00121,VTX00121,0
88,Glomeraceae,Glomus,VTX00122,VTX00122,0
88,Glomeraceae,Glomus,VTX00124,VTX00124,0
88,Glomeraceae,Glomus,VTX00130,VTX00130,77
88,Glomeraceae,Glomus,VTX00132,VTX00132,0
88,Glomeraceae,Glomus,VTX00135,VTX00135,0
88,Glomeraceae,Glomus,VTX00137,VTX00137,0
88,Glomeraceae,Glomus,VTX00143,VTX00143,0
88,Glomeraceae,Glomus,VTX00146,VTX00146,0
88,Glomeraceae,Glomus,VTX00149,VTX00149,0
88,Glomeraceae,Glomus,VTX00151,VTX00151,0
88,Glomeraceae,Glomus,VTX00154,VTX00154,0
88,Glomeraceae,Glomus,VTX00155,VTX00155,0
88,Glomeraceae,Glomus,VTX00156,VTX00156,6
88,Glomeraceae,Glomus,VTX00167,VTX00167,0
88,Glomeraceae,Glomus,VTX00174,VTX00174,0
88,Glomeraceae,Glomus,VTX00175,VTX00175,0
88,Glomeraceae,Glomus,VTX00177,VTX00177,0
88,Glomeraceae,Glomus,VTX00178,VTX00178,0
88,Glomeraceae,Glomus,VTX00183,VTX00183,0
88,Glomeraceae,Glomus,VTX00191,VTX00191,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
88,Glomeraceae,Glomus,VTX00194,VTX00194,113
88,Glomeraceae,Glomus,VTX00197,VTX00197,0
88,Glomeraceae,Glomus,VTX00206,VTX00206,0
88,Glomeraceae,Glomus,VTX00209,VTX00209,20
88,Glomeraceae,Glomus,VTX00212,VTX00212,0
88,Glomeraceae,Glomus,VTX00213,VTX00213,27
88,Glomeraceae,Glomus,VTX00214,VTX00214,0
88,Glomeraceae,Glomus,VTX00216,VTX00216,0
88,Glomeraceae,Glomus,VTX00222,VTX00222,0
88,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
88,Glomeraceae,Glomus,VTX00233,VTX00233,0
88,Glomeraceae,Glomus,VTX00234,VTX00234,0
88,Glomeraceae,Glomus,VTX00235,VTX00235,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
88,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
88,Glomeraceae,Glomus,VTX00247,VTX00247,0
88,Glomeraceae,Glomus,VTX00248,VTX00248,0
88,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
88,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
88,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,479
88,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,1773
88,Glomeraceae,Glomus,VTX00287,VTX00287,0
88,Glomeraceae,Glomus,VTX00294,VTX00294,0
88,Glomeraceae,Glomus,VTX00301,VTX00301,0
88,Glomeraceae,Glomus,VTX00304,VTX00304,0
88,Diversisporaceae,Diversispora,VTX00306,VTX00306,90
88,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,302
88,Glomeraceae,Glomus,VTX00310,VTX00310,0
88,Glomeraceae,Glomus,VTX00312,VTX00312,0
88,Glomeraceae,Glomus,VTX00319,VTX00319,0
88,Glomeraceae,Glomus,VTX00322,VTX00322,0
88,Glomeraceae,Glomus,VTX00323,VTX00323,0
88,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
88,Glomeraceae,Glomus,VTX00331,VTX00331,66
88,Glomeraceae,Glomus,VTX00332,VTX00332,0
88,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,0
88,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
88,Glomeraceae,Glomus,VTX00342,VTX00342,0
88,Glomeraceae,Glomus,VTX00343,VTX00343,23
88,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,715
88,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,12
88,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,0
88,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
88,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
88,Glomeraceae,Glomus,VTX00359,VTX00359,0
88,Glomeraceae,Glomus,VTX00360,VTX00360,0
88,Glomeraceae,Glomus,VTX00361,VTX00361,0
88,Glomeraceae,Glomus,VTX00364,VTX00364,0
88,Glomeraceae,Glomus,VTX00366,VTX00366,0
88,Glomeraceae,Glomus,VTX00371,VTX00371,0
88,Glomeraceae,Glomus,VTX00372,VTX00372,0
88,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
88,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
88,Glomeraceae,Glomus,VTX00381,VTX00381,0
88,Glomeraceae,Glomus,VTX00383,VTX00383,0
88,Glomeraceae,Glomus,VTX00384,VTX00384,0
88,Glomeraceae,Glomus,VTX00388,VTX00388,0
88,Glomeraceae,Glomus,VTX00395,VTX00395,0
88,Glomeraceae,Glomus,VTX00397,VTX00397,0
88,Glomeraceae,Glomus,VTX00398,VTX00398,0
88,Glomeraceae,Glomus,VTX00399,VTX00399,0
88,Diversisporaceae,Diversispora,VTX00401,VTX00401,12
88,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
88,Glomeraceae,Glomus,VTX00407,VTX00407,4
88,Glomeraceae,Glomus,VTX00409,VTX00409,23
88,Glomeraceae,Glomus,VTX00411,VTX00411,0
88,Glomeraceae,Glomus,VTX00412,VTX00412,0
88,Glomeraceae,Glomus,VTX00415,VTX00415,0
88,Glomeraceae,Glomus,VTX00418,VTX00418,245
88,Glomeraceae,Glomus,VTX00419,VTX00419,0
88,Glomeraceae,Glomus,VTX00420,VTX00420,0
88,Glomeraceae,Glomus,VTX00423,VTX00423,64
88,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
88,Glomeraceae,Glomus,VTX00437,VTX00437,0
88,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,0
93,Unassigned,Unassigned,Unassigned,Unassigned,15
93,Gigasporaceae,Scutellospora,VTX00052,VTX00052,3
93,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
93,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
93,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
93,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
93,Glomeraceae,Glomus,VTX00063,VTX00063,60
93,Glomeraceae,Glomus,VTX00064,VTX00064,22
93,Glomeraceae,Glomus,VTX00077,VTX00077,4
93,Glomeraceae,Glomus,VTX00085,VTX00085,0
93,Glomeraceae,Glomus,VTX00089,VTX00089,0
93,Glomeraceae,Glomus,VTX00092,VTX00092,0
93,Glomeraceae,Glomus,VTX00099,VTX00099,4
93,Glomeraceae,Glomus,VTX00100,VTX00100,0
93,Glomeraceae,Glomus,VTX00101,VTX00101,0
93,Glomeraceae,Glomus,VTX00104,VTX00104,0
93,Glomeraceae,Glomus,VTX00108,VTX00108,0
93,Glomeraceae,Glomus,VTX00109,VTX00109,0
93,Glomeraceae,Glomus,VTX00111,VTX00111,0
93,Glomeraceae,Glomus,VTX00112,VTX00112,0
93,Glomeraceae,Glomus,VTX00113,VTX00113,14
93,Glomeraceae,Glomus,VTX00114,VTX00114,994
93,Glomeraceae,Glomus,VTX00121,VTX00121,2
93,Glomeraceae,Glomus,VTX00122,VTX00122,0
93,Glomeraceae,Glomus,VTX00124,VTX00124,0
93,Glomeraceae,Glomus,VTX00130,VTX00130,151
93,Glomeraceae,Glomus,VTX00132,VTX00132,0
93,Glomeraceae,Glomus,VTX00135,VTX00135,0
93,Glomeraceae,Glomus,VTX00137,VTX00137,0
93,Glomeraceae,Glomus,VTX00143,VTX00143,0
93,Glomeraceae,Glomus,VTX00146,VTX00146,0
93,Glomeraceae,Glomus,VTX00149,VTX00149,0
93,Glomeraceae,Glomus,VTX00151,VTX00151,0
93,Glomeraceae,Glomus,VTX00154,VTX00154,0
93,Glomeraceae,Glomus,VTX00155,VTX00155,0
93,Glomeraceae,Glomus,VTX00156,VTX00156,82
93,Glomeraceae,Glomus,VTX00167,VTX00167,0
93,Glomeraceae,Glomus,VTX00174,VTX00174,0
93,Glomeraceae,Glomus,VTX00175,VTX00175,0
93,Glomeraceae,Glomus,VTX00177,VTX00177,0
93,Glomeraceae,Glomus,VTX00178,VTX00178,0
93,Glomeraceae,Glomus,VTX00183,VTX00183,0
93,Glomeraceae,Glomus,VTX00191,VTX00191,0
93,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
93,Glomeraceae,Glomus,VTX00194,VTX00194,1
93,Glomeraceae,Glomus,VTX00197,VTX00197,0
93,Glomeraceae,Glomus,VTX00206,VTX00206,0
93,Glomeraceae,Glomus,VTX00209,VTX00209,3
93,Glomeraceae,Glomus,VTX00212,VTX00212,0
93,Glomeraceae,Glomus,VTX00213,VTX00213,1
93,Glomeraceae,Glomus,VTX00214,VTX00214,48
93,Glomeraceae,Glomus,VTX00216,VTX00216,0
93,Glomeraceae,Glomus,VTX00222,VTX00222,0
93,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
93,Glomeraceae,Glomus,VTX00233,VTX00233,4
93,Glomeraceae,Glomus,VTX00234,VTX00234,0
93,Glomeraceae,Glomus,VTX00235,VTX00235,2
93,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
93,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,3
93,Glomeraceae,Glomus,VTX00247,VTX00247,0
93,Glomeraceae,Glomus,VTX00248,VTX00248,0
93,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
93,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
93,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
93,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,497
93,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,1508
93,Glomeraceae,Glomus,VTX00287,VTX00287,0
93,Glomeraceae,Glomus,VTX00294,VTX00294,0
