Sample,Family,Genus,Species,Species_name,Abundance
254,Glomeraceae,Glomus,VTX00132,VTX00132,1
254,Glomeraceae,Glomus,VTX00135,VTX00135,0
254,Glomeraceae,Glomus,VTX00137,VTX00137,0
254,Glomeraceae,Glomus,VTX00143,VTX00143,0
254,Glomeraceae,Glomus,VTX00146,VTX00146,0
254,Glomeraceae,Glomus,VTX00149,VTX00149,0
254,Glomeraceae,Glomus,VTX00151,VTX00151,0
254,Glomeraceae,Glomus,VTX00154,VTX00154,0
254,Glomeraceae,Glomus,VTX00155,VTX00155,0
254,Glomeraceae,Glomus,VTX00156,VTX00156,108
254,Glomeraceae,Glomus,VTX00167,VTX00167,38
254,Glomeraceae,Glomus,VTX00174,VTX00174,2
254,Glomeraceae,Glomus,VTX00175,VTX00175,0
254,Glomeraceae,Glomus,VTX00177,VTX00177,10
254,Glomeraceae,Glomus,VTX00178,VTX00178,0
254,Glomeraceae,Glomus,VTX00183,VTX00183,0
254,Glomeraceae,Glomus,VTX00191,VTX00191,0
254,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
254,Glomeraceae,Glomus,VTX00194,VTX00194,6
254,Glomeraceae,Glomus,VTX00197,VTX00197,0
254,Glomeraceae,Glomus,VTX00206,VTX00206,0
254,Glomeraceae,Glomus,VTX00209,VTX00209,1
254,Glomeraceae,Glomus,VTX00212,VTX00212,0
254,Glomeraceae,Glomus,VTX00213,VTX00213,27
254,Glomeraceae,Glomus,VTX00214,VTX00214,174
254,Glomeraceae,Glomus,VTX00216,VTX00216,0
254,Glomeraceae,Glomus,VTX00222,VTX00222,2
254,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
254,Glomeraceae,Glomus,VTX00233,VTX00233,1
254,Glomeraceae,Glomus,VTX00234,VTX00234,3
254,Glomeraceae,Glomus,VTX00235,VTX00235,2
254,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
254,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
254,Glomeraceae,Glomus,VTX00247,VTX00247,0
254,Glomeraceae,Glomus,VTX00248,VTX00248,0
254,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
254,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
254,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
254,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,345
254,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,9
254,Glomeraceae,Glomus,VTX00287,VTX00287,0
254,Glomeraceae,Glomus,VTX00294,VTX00294,2
254,Glomeraceae,Glomus,VTX00301,VTX00301,0
254,Glomeraceae,Glomus,VTX00304,VTX00304,0
254,Diversisporaceae,Diversispora,VTX00306,VTX00306,76
254,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,20
254,Glomeraceae,Glomus,VTX00310,VTX00310,0
254,Glomeraceae,Glomus,VTX00312,VTX00312,0
254,Glomeraceae,Glomus,VTX00319,VTX00319,0
254,Glomeraceae,Glomus,VTX00322,VTX00322,0
254,Glomeraceae,Glomus,VTX00323,VTX00323,51
254,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
254,Glomeraceae,Glomus,VTX00331,VTX00331,39
254,Glomeraceae,Glomus,VTX00332,VTX00332,27
254,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,4
254,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
254,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
254,Glomeraceae,Glomus,VTX00342,VTX00342,340
254,Glomeraceae,Glomus,VTX00343,VTX00343,2
254,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,273
254,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,30
254,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,12
254,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
254,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
254,Glomeraceae,Glomus,VTX00359,VTX00359,0
254,Glomeraceae,Glomus,VTX00360,VTX00360,0
254,Glomeraceae,Glomus,VTX00361,VTX00361,0
254,Glomeraceae,Glomus,VTX00364,VTX00364,0
254,Glomeraceae,Glomus,VTX00366,VTX00366,0
254,Glomeraceae,Glomus,VTX00371,VTX00371,0
254,Glomeraceae,Glomus,VTX00372,VTX00372,0
254,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
254,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
254,Glomeraceae,Glomus,VTX00381,VTX00381,0
254,Glomeraceae,Glomus,VTX00383,VTX00383,0
254,Glomeraceae,Glomus,VTX00384,VTX00384,0
254,Glomeraceae,Glomus,VTX00388,VTX00388,0
254,Glomeraceae,Glomus,VTX00395,VTX00395,47
254,Glomeraceae,Glomus,VTX00397,VTX00397,0
254,Glomeraceae,Glomus,VTX00398,VTX00398,0
254,Glomeraceae,Glomus,VTX00399,VTX00399,0
254,Diversisporaceae,Diversispora,VTX00401,VTX00401,2
254,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
254,Glomeraceae,Glomus,VTX00407,VTX00407,1
254,Glomeraceae,Glomus,VTX00409,VTX00409,6
254,Glomeraceae,Glomus,VTX00411,VTX00411,0
254,Glomeraceae,Glomus,VTX00412,VTX00412,0
254,Glomeraceae,Glomus,VTX00415,VTX00415,0
254,Glomeraceae,Glomus,VTX00418,VTX00418,0
254,Glomeraceae,Glomus,VTX00419,VTX00419,0
254,Glomeraceae,Glomus,VTX00420,VTX00420,0
254,Glomeraceae,Glomus,VTX00423,VTX00423,934
254,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
254,Glomeraceae,Glomus,VTX00437,VTX00437,0
254,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,216
260,Unassigned,Unassigned,Unassigned,Unassigned,0
260,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
260,Diversisporaceae,Diversispora,VTX00058,VTX00058,32
260,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
260,Glomeraceae,Glomus,VTX00063,VTX00063,114
260,Glomeraceae,Glomus,VTX00064,VTX00064,50
260,Glomeraceae,Glomus,VTX00077,VTX00077,18
260,Glomeraceae,Glomus,VTX00085,VTX00085,0
260,Glomeraceae,Glomus,VTX00089,VTX00089,0
260,Glomeraceae,Glomus,VTX00092,VTX00092,0
260,Glomeraceae,Glomus,VTX00099,VTX00099,0
260,Glomeraceae,Glomus,VTX00100,VTX00100,0
260,Glomeraceae,Glomus,VTX00101,VTX00101,0
260,Glomeraceae,Glomus,VTX00104,VTX00104,0
260,Glomeraceae,Glomus,VTX00108,VTX00108,0
260,Glomeraceae,Glomus,VTX00109,VTX00109,6
260,Glomeraceae,Glomus,VTX00111,VTX00111,0
260,Glomeraceae,Glomus,VTX00112,VTX00112,0
260,Glomeraceae,Glomus,VTX00113,VTX00113,0
260,Glomeraceae,Glomus,VTX00114,VTX00114,392
260,Glomeraceae,Glomus,VTX00121,VTX00121,0
260,Glomeraceae,Glomus,VTX00122,VTX00122,0
260,Glomeraceae,Glomus,VTX00124,VTX00124,0
260,Glomeraceae,Glomus,VTX00130,VTX00130,788
260,Glomeraceae,Glomus,VTX00132,VTX00132,4
260,Glomeraceae,Glomus,VTX00135,VTX00135,0
260,Glomeraceae,Glomus,VTX00137,VTX00137,0
260,Glomeraceae,Glomus,VTX00143,VTX00143,0
260,Glomeraceae,Glomus,VTX00146,VTX00146,0
260,Glomeraceae,Glomus,VTX00149,VTX00149,0
260,Glomeraceae,Glomus,VTX00151,VTX00151,0
260,Glomeraceae,Glomus,VTX00154,VTX00154,0
260,Glomeraceae,Glomus,VTX00155,VTX00155,0
260,Glomeraceae,Glomus,VTX00156,VTX00156,5
260,Glomeraceae,Glomus,VTX00167,VTX00167,5
260,Glomeraceae,Glomus,VTX00174,VTX00174,0
260,Glomeraceae,Glomus,VTX00175,VTX00175,0
260,Glomeraceae,Glomus,VTX00177,VTX00177,0
260,Glomeraceae,Glomus,VTX00178,VTX00178,0
260,Glomeraceae,Glomus,VTX00183,VTX00183,0
260,Glomeraceae,Glomus,VTX00191,VTX00191,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
260,Glomeraceae,Glomus,VTX00194,VTX00194,7
260,Glomeraceae,Glomus,VTX00197,VTX00197,17
260,Glomeraceae,Glomus,VTX00206,VTX00206,1
260,Glomeraceae,Glomus,VTX00209,VTX00209,2
260,Glomeraceae,Glomus,VTX00212,VTX00212,0
260,Glomeraceae,Glomus,VTX00213,VTX00213,19
260,Glomeraceae,Glomus,VTX00214,VTX00214,185
260,Glomeraceae,Glomus,VTX00216,VTX00216,0
260,Glomeraceae,Glomus,VTX00222,VTX00222,1
260,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
260,Glomeraceae,Glomus,VTX00233,VTX00233,12
260,Glomeraceae,Glomus,VTX00234,VTX00234,7
260,Glomeraceae,Glomus,VTX00235,VTX00235,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
260,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
260,Glomeraceae,Glomus,VTX00247,VTX00247,0
260,Glomeraceae,Glomus,VTX00248,VTX00248,0
260,Gigasporaceae,Scutellospora,VTX00255,VTX00255,1
260,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
260,Diversisporaceae,Diversispora,VTX00263,VTX00263,19
260,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,601
260,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,18
260,Glomeraceae,Glomus,VTX00287,VTX00287,0
260,Glomeraceae,Glomus,VTX00294,VTX00294,0
260,Glomeraceae,Glomus,VTX00301,VTX00301,0
260,Glomeraceae,Glomus,VTX00304,VTX00304,3
260,Diversisporaceae,Diversispora,VTX00306,VTX00306,70
260,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,147
260,Glomeraceae,Glomus,VTX00310,VTX00310,0
260,Glomeraceae,Glomus,VTX00312,VTX00312,0
260,Glomeraceae,Glomus,VTX00319,VTX00319,0
260,Glomeraceae,Glomus,VTX00322,VTX00322,1
260,Glomeraceae,Glomus,VTX00323,VTX00323,7
260,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
260,Glomeraceae,Glomus,VTX00331,VTX00331,33
260,Glomeraceae,Glomus,VTX00332,VTX00332,95
260,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,7
260,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
260,Glomeraceae,Glomus,VTX00342,VTX00342,617
260,Glomeraceae,Glomus,VTX00343,VTX00343,18
260,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,180
260,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,42
260,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,27
260,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
260,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
260,Glomeraceae,Glomus,VTX00359,VTX00359,0
260,Glomeraceae,Glomus,VTX00360,VTX00360,0
260,Glomeraceae,Glomus,VTX00361,VTX00361,0
260,Glomeraceae,Glomus,VTX00364,VTX00364,1
260,Glomeraceae,Glomus,VTX00366,VTX00366,0
260,Glomeraceae,Glomus,VTX00371,VTX00371,0
260,Glomeraceae,Glomus,VTX00372,VTX00372,0
260,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
260,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
260,Glomeraceae,Glomus,VTX00381,VTX00381,0
260,Glomeraceae,Glomus,VTX00383,VTX00383,0
260,Glomeraceae,Glomus,VTX00384,VTX00384,3
260,Glomeraceae,Glomus,VTX00388,VTX00388,0
260,Glomeraceae,Glomus,VTX00395,VTX00395,77
260,Glomeraceae,Glomus,VTX00397,VTX00397,2
260,Glomeraceae,Glomus,VTX00398,VTX00398,0
260,Glomeraceae,Glomus,VTX00399,VTX00399,0
260,Diversisporaceae,Diversispora,VTX00401,VTX00401,1
260,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
260,Glomeraceae,Glomus,VTX00407,VTX00407,0
260,Glomeraceae,Glomus,VTX00409,VTX00409,8
260,Glomeraceae,Glomus,VTX00411,VTX00411,0
260,Glomeraceae,Glomus,VTX00412,VTX00412,2
260,Glomeraceae,Glomus,VTX00415,VTX00415,0
260,Glomeraceae,Glomus,VTX00418,VTX00418,0
260,Glomeraceae,Glomus,VTX00419,VTX00419,0
260,Glomeraceae,Glomus,VTX00420,VTX00420,0
260,Glomeraceae,Glomus,VTX00423,VTX00423,654
260,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
260,Glomeraceae,Glomus,VTX00437,VTX00437,0
260,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,64
261,Unassigned,Unassigned,Unassigned,Unassigned,0
261,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
261,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
261,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
261,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
261,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
261,Glomeraceae,Glomus,VTX00063,VTX00063,235
261,Glomeraceae,Glomus,VTX00064,VTX00064,75
261,Glomeraceae,Glomus,VTX00077,VTX00077,8
261,Glomeraceae,Glomus,VTX00085,VTX00085,0
261,Glomeraceae,Glomus,VTX00089,VTX00089,0
261,Glomeraceae,Glomus,VTX00092,VTX00092,0
261,Glomeraceae,Glomus,VTX00099,VTX00099,3
261,Glomeraceae,Glomus,VTX00100,VTX00100,0
261,Glomeraceae,Glomus,VTX00101,VTX00101,0
261,Glomeraceae,Glomus,VTX00104,VTX00104,0
261,Glomeraceae,Glomus,VTX00108,VTX00108,0
261,Glomeraceae,Glomus,VTX00109,VTX00109,0
261,Glomeraceae,Glomus,VTX00111,VTX00111,0
261,Glomeraceae,Glomus,VTX00112,VTX00112,0
261,Glomeraceae,Glomus,VTX00113,VTX00113,0
261,Glomeraceae,Glomus,VTX00114,VTX00114,122
261,Glomeraceae,Glomus,VTX00121,VTX00121,0
261,Glomeraceae,Glomus,VTX00122,VTX00122,0
261,Glomeraceae,Glomus,VTX00124,VTX00124,0
261,Glomeraceae,Glomus,VTX00130,VTX00130,353
261,Glomeraceae,Glomus,VTX00132,VTX00132,3
261,Glomeraceae,Glomus,VTX00135,VTX00135,0
261,Glomeraceae,Glomus,VTX00137,VTX00137,0
261,Glomeraceae,Glomus,VTX00143,VTX00143,0
261,Glomeraceae,Glomus,VTX00146,VTX00146,0
261,Glomeraceae,Glomus,VTX00149,VTX00149,0
261,Glomeraceae,Glomus,VTX00151,VTX00151,0
261,Glomeraceae,Glomus,VTX00154,VTX00154,0
261,Glomeraceae,Glomus,VTX00155,VTX00155,0
261,Glomeraceae,Glomus,VTX00156,VTX00156,145
261,Glomeraceae,Glomus,VTX00167,VTX00167,0
261,Glomeraceae,Glomus,VTX00174,VTX00174,0
261,Glomeraceae,Glomus,VTX00175,VTX00175,0
261,Glomeraceae,Glomus,VTX00177,VTX00177,0
261,Glomeraceae,Glomus,VTX00178,VTX00178,0
261,Glomeraceae,Glomus,VTX00183,VTX00183,0
261,Glomeraceae,Glomus,VTX00191,VTX00191,0
261,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
261,Glomeraceae,Glomus,VTX00194,VTX00194,57
261,Glomeraceae,Glomus,VTX00197,VTX00197,0
261,Glomeraceae,Glomus,VTX00206,VTX00206,0
261,Glomeraceae,Glomus,VTX00209,VTX00209,5
261,Glomeraceae,Glomus,VTX00212,VTX00212,0
261,Glomeraceae,Glomus,VTX00213,VTX00213,6
261,Glomeraceae,Glomus,VTX00214,VTX00214,66
261,Glomeraceae,Glomus,VTX00216,VTX00216,0
261,Glomeraceae,Glomus,VTX00222,VTX00222,2
261,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
261,Glomeraceae,Glomus,VTX00233,VTX00233,0
261,Glomeraceae,Glomus,VTX00234,VTX00234,2
261,Glomeraceae,Glomus,VTX00235,VTX00235,2
261,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
261,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,7
261,Glomeraceae,Glomus,VTX00247,VTX00247,0
261,Glomeraceae,Glomus,VTX00248,VTX00248,0
261,Gigasporaceae,Scutellospora,VTX00255,VTX00255,2
261,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
261,Diversisporaceae,Diversispora,VTX00263,VTX00263,266
261,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,1077
261,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,7
261,Glomeraceae,Glomus,VTX00287,VTX00287,0
261,Glomeraceae,Glomus,VTX00294,VTX00294,1
261,Glomeraceae,Glomus,VTX00301,VTX00301,0
261,Glomeraceae,Glomus,VTX00304,VTX00304,1
261,Diversisporaceae,Diversispora,VTX00306,VTX00306,110
261,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,9
261,Glomeraceae,Glomus,VTX00310,VTX00310,0
261,Glomeraceae,Glomus,VTX00312,VTX00312,1
261,Glomeraceae,Glomus,VTX00319,VTX00319,0
261,Glomeraceae,Glomus,VTX00322,VTX00322,1
261,Glomeraceae,Glomus,VTX00323,VTX00323,14
261,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
261,Glomeraceae,Glomus,VTX00331,VTX00331,64
261,Glomeraceae,Glomus,VTX00332,VTX00332,47
261,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,1
261,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
261,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
261,Glomeraceae,Glomus,VTX00342,VTX00342,30
261,Glomeraceae,Glomus,VTX00343,VTX00343,6
261,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,132
261,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,84
261,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,9
261,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
261,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
261,Glomeraceae,Glomus,VTX00359,VTX00359,0
261,Glomeraceae,Glomus,VTX00360,VTX00360,1
261,Glomeraceae,Glomus,VTX00361,VTX00361,0
261,Glomeraceae,Glomus,VTX00364,VTX00364,0
261,Glomeraceae,Glomus,VTX00366,VTX00366,0
261,Glomeraceae,Glomus,VTX00371,VTX00371,0
261,Glomeraceae,Glomus,VTX00372,VTX00372,0
261,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
261,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
261,Glomeraceae,Glomus,VTX00381,VTX00381,0
261,Glomeraceae,Glomus,VTX00383,VTX00383,0
261,Glomeraceae,Glomus,VTX00384,VTX00384,1
261,Glomeraceae,Glomus,VTX00388,VTX00388,0
261,Glomeraceae,Glomus,VTX00395,VTX00395,1
261,Glomeraceae,Glomus,VTX00397,VTX00397,0
261,Glomeraceae,Glomus,VTX00398,VTX00398,0
261,Glomeraceae,Glomus,VTX00399,VTX00399,0
261,Diversisporaceae,Diversispora,VTX00401,VTX00401,8
261,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
261,Glomeraceae,Glomus,VTX00407,VTX00407,0
261,Glomeraceae,Glomus,VTX00409,VTX00409,15
261,Glomeraceae,Glomus,VTX00411,VTX00411,0
261,Glomeraceae,Glomus,VTX00412,VTX00412,0
261,Glomeraceae,Glomus,VTX00415,VTX00415,0
261,Glomeraceae,Glomus,VTX00418,VTX00418,0
261,Glomeraceae,Glomus,VTX00419,VTX00419,0
261,Glomeraceae,Glomus,VTX00420,VTX00420,0
261,Glomeraceae,Glomus,VTX00423,VTX00423,1189
261,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
261,Glomeraceae,Glomus,VTX00437,VTX00437,0
261,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,195
263,Unassigned,Unassigned,Unassigned,Unassigned,0
263,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
263,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
263,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
263,Diversisporaceae,Diversispora,VTX00058,VTX00058,12
263,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
263,Glomeraceae,Glomus,VTX00063,VTX00063,176
263,Glomeraceae,Glomus,VTX00064,VTX00064,5
263,Glomeraceae,Glomus,VTX00077,VTX00077,3
263,Glomeraceae,Glomus,VTX00085,VTX00085,0
263,Glomeraceae,Glomus,VTX00089,VTX00089,0
263,Glomeraceae,Glomus,VTX00092,VTX00092,0
263,Glomeraceae,Glomus,VTX00099,VTX00099,0
263,Glomeraceae,Glomus,VTX00100,VTX00100,0
263,Glomeraceae,Glomus,VTX00101,VTX00101,0
263,Glomeraceae,Glomus,VTX00104,VTX00104,4
263,Glomeraceae,Glomus,VTX00108,VTX00108,0
263,Glomeraceae,Glomus,VTX00109,VTX00109,10
263,Glomeraceae,Glomus,VTX00111,VTX00111,0
263,Glomeraceae,Glomus,VTX00112,VTX00112,0
263,Glomeraceae,Glomus,VTX00113,VTX00113,1
263,Glomeraceae,Glomus,VTX00114,VTX00114,10
263,Glomeraceae,Glomus,VTX00121,VTX00121,2
263,Glomeraceae,Glomus,VTX00122,VTX00122,0
263,Glomeraceae,Glomus,VTX00124,VTX00124,0
263,Glomeraceae,Glomus,VTX00130,VTX00130,361
263,Glomeraceae,Glomus,VTX00132,VTX00132,10
263,Glomeraceae,Glomus,VTX00135,VTX00135,0
263,Glomeraceae,Glomus,VTX00137,VTX00137,0
263,Glomeraceae,Glomus,VTX00143,VTX00143,0
263,Glomeraceae,Glomus,VTX00146,VTX00146,0
263,Glomeraceae,Glomus,VTX00149,VTX00149,0
263,Glomeraceae,Glomus,VTX00151,VTX00151,0
263,Glomeraceae,Glomus,VTX00154,VTX00154,0
263,Glomeraceae,Glomus,VTX00155,VTX00155,0
263,Glomeraceae,Glomus,VTX00156,VTX00156,128
263,Glomeraceae,Glomus,VTX00167,VTX00167,4
263,Glomeraceae,Glomus,VTX00174,VTX00174,0
263,Glomeraceae,Glomus,VTX00175,VTX00175,0
263,Glomeraceae,Glomus,VTX00177,VTX00177,0
263,Glomeraceae,Glomus,VTX00178,VTX00178,0
263,Glomeraceae,Glomus,VTX00183,VTX00183,0
263,Glomeraceae,Glomus,VTX00191,VTX00191,0
263,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
263,Glomeraceae,Glomus,VTX00194,VTX00194,45
263,Glomeraceae,Glomus,VTX00197,VTX00197,4
263,Glomeraceae,Glomus,VTX00206,VTX00206,4
263,Glomeraceae,Glomus,VTX00209,VTX00209,1
263,Glomeraceae,Glomus,VTX00212,VTX00212,0
263,Glomeraceae,Glomus,VTX00213,VTX00213,14
263,Glomeraceae,Glomus,VTX00214,VTX00214,21
263,Glomeraceae,Glomus,VTX00216,VTX00216,0
263,Glomeraceae,Glomus,VTX00222,VTX00222,0
263,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
263,Glomeraceae,Glomus,VTX00233,VTX00233,14
263,Glomeraceae,Glomus,VTX00234,VTX00234,3
263,Glomeraceae,Glomus,VTX00235,VTX00235,2
263,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
263,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,25
263,Glomeraceae,Glomus,VTX00247,VTX00247,0
263,Glomeraceae,Glomus,VTX00248,VTX00248,0
263,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
263,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
263,Diversisporaceae,Diversispora,VTX00263,VTX00263,24
263,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,212
263,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,130
263,Glomeraceae,Glomus,VTX00287,VTX00287,1
263,Glomeraceae,Glomus,VTX00294,VTX00294,0
263,Glomeraceae,Glomus,VTX00301,VTX00301,0
263,Glomeraceae,Glomus,VTX00304,VTX00304,2
263,Diversisporaceae,Diversispora,VTX00306,VTX00306,158
263,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,139
263,Glomeraceae,Glomus,VTX00310,VTX00310,0
263,Glomeraceae,Glomus,VTX00312,VTX00312,0
263,Glomeraceae,Glomus,VTX00319,VTX00319,0
263,Glomeraceae,Glomus,VTX00322,VTX00322,3
263,Glomeraceae,Glomus,VTX00323,VTX00323,11
263,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
263,Glomeraceae,Glomus,VTX00331,VTX00331,113
263,Glomeraceae,Glomus,VTX00332,VTX00332,80
263,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,8
263,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
263,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
263,Glomeraceae,Glomus,VTX00342,VTX00342,37
263,Glomeraceae,Glomus,VTX00343,VTX00343,5
263,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,1290
263,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,55
263,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,25
263,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
263,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
263,Glomeraceae,Glomus,VTX00359,VTX00359,0
263,Glomeraceae,Glomus,VTX00360,VTX00360,0
263,Glomeraceae,Glomus,VTX00361,VTX00361,0
263,Glomeraceae,Glomus,VTX00364,VTX00364,0
263,Glomeraceae,Glomus,VTX00366,VTX00366,0
263,Glomeraceae,Glomus,VTX00371,VTX00371,0
263,Glomeraceae,Glomus,VTX00372,VTX00372,1
263,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
263,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
263,Glomeraceae,Glomus,VTX00381,VTX00381,0
263,Glomeraceae,Glomus,VTX00383,VTX00383,0
263,Glomeraceae,Glomus,VTX00384,VTX00384,0
263,Glomeraceae,Glomus,VTX00388,VTX00388,0
263,Glomeraceae,Glomus,VTX00395,VTX00395,5
263,Glomeraceae,Glomus,VTX00397,VTX00397,13
263,Glomeraceae,Glomus,VTX00398,VTX00398,0
263,Glomeraceae,Glomus,VTX00399,VTX00399,0
263,Diversisporaceae,Diversispora,VTX00401,VTX00401,2
263,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
263,Glomeraceae,Glomus,VTX00407,VTX00407,0
263,Glomeraceae,Glomus,VTX00409,VTX00409,10
263,Glomeraceae,Glomus,VTX00411,VTX00411,0
263,Glomeraceae,Glomus,VTX00412,VTX00412,0
263,Glomeraceae,Glomus,VTX00415,VTX00415,0
263,Glomeraceae,Glomus,VTX00418,VTX00418,0
263,Glomeraceae,Glomus,VTX00419,VTX00419,0
263,Glomeraceae,Glomus,VTX00420,VTX00420,0
263,Glomeraceae,Glomus,VTX00423,VTX00423,1180
263,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
263,Glomeraceae,Glomus,VTX00437,VTX00437,0
263,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,0
264,Unassigned,Unassigned,Unassigned,Unassigned,0
264,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
264,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
264,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
