"Sample","AMF","Fert","Till","Family","Genus","Species","Metabarcoding","RNA_taxonomy","detected_metabar","detected_rna","detection_class"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00193",2.13446159392105e-05,0.0162740144527349,TRUE,TRUE,"Both"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00237",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00276",0.000505155910561316,0.000470007637624111,TRUE,TRUE,"Both"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00341",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00358",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00402",2.37162399324561e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Claroideoglomeraceae","Glomus","VTX00100",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00058",0.0247028355136463,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00062",0,0.0205040831913519,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00263",0.103805982184361,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00306",0.0504847599442194,0.0214440984666001,TRUE,TRUE,"Both"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00356",0,0.0116914399858998,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Diversisporaceae","Diversispora","VTX00401",0.000702000702000702,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Gigasporaceae","Scutellospora","VTX00052",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Gigasporaceae","Scutellospora","VTX00255",9.48649597298246e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Gigasporaceae","Scutellospora","VTX00260",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","Unassigned",4.03176078851755e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00063",0.0785529299042813,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00064",0.000514642406534298,0.00487632924035016,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00085",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00089",0,0.00146877386757535,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00092",0,0.00452382351213207,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00099",3.32027359054386e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00101",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00104",0.000448236934723421,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00108",0,0.00164502673168439,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00109",0.00568241108781649,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00111",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00112",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00121",7.11487197973684e-06,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00122",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00124",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00130",0.0875603578306281,0.0364843428705716,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00132",0.000559703262405965,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00135",0,0.00193878150519946,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00137",0,0.00146877386757535,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00143",0,0.0259679219787322,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00146",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00149",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00151",0.00220323868972518,0.139474766464955,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00154",0,0.00188003055049645,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00155",0,0.0150402444039716,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00156",0.0332572832572833,0.0277892015745256,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00167",0.000559703262405965,0.0021150343693085,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00174",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00175",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00177",0,0.000940015275248223,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00178",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00183",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00191",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00194",0.00069251420602772,0.00452382351213207,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00197",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00206",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00209",0.000142297439594737,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00212",0,0.0021150343693085,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00213",0.0211003386679062,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00214",0.00932285391744851,0.0250866576581869,TRUE,TRUE,"Both"
