name,uid,phylum,family,genus,kingdom
Histoplasma,5036,Ascomycota,Ajellomycetaceae,Histoplasma,Fungi
Hortaea,91942,Ascomycota,Teratosphaeriaceae,Hortaea,Fungi
Huiozyma,3163251,Ascomycota,Saccharomycetaceae,Huiozyma,Fungi
Humicola,5526,Ascomycota,Chaetomiaceae,Humicola,Fungi
Huntiella,1580853,Ascomycota,Ceratocystidaceae,Huntiella,Fungi
Hyaloscypha,47747,Ascomycota,Hyaloscyphaceae,Hyaloscypha,Fungi
Hydropisphaera,110567,Ascomycota,Bionectriaceae,Hydropisphaera,Fungi
Hymenoscyphus,5182,Ascomycota,Helotiaceae,Hymenoscyphus,Fungi
Hyphodiscus,353541,Ascomycota,Hyphodiscaceae,Hyphodiscus,Fungi
Hyphopichia,507510,Ascomycota,Debaryomycetaceae,Hyphopichia,Fungi
Hypocenomyce,318731,Ascomycota,Ophioparmaceae,Hypocenomyce,Fungi
Hypocrella,42305,Ascomycota,Clavicipitaceae,Hypocrella,Fungi
Hypomontagnella,2652702,Ascomycota,Hypoxylaceae,Hypomontagnella,Fungi
Hypomyces,5130,Ascomycota,Hypocreaceae,Hypomyces,Fungi
Hypoxylon,42308,Ascomycota,Hypoxylaceae,Hypoxylon,Fungi
Hysterium,100026,Ascomycota,Hysteriaceae,Hysterium,Fungi
Hysteropatella,100028,Ascomycota,NA,Hysteropatella,Fungi
Icmadophila,90407,Ascomycota,Icmadophilaceae,Icmadophila,Fungi
Ilyonectria,1079112,Ascomycota,Nectriaceae,Ilyonectria,Fungi
Immersiella,260662,Ascomycota,Lasiosphaeriaceae,Immersiella,Fungi
Imshaugia,172620,Ascomycota,Parmeliaceae,Imshaugia,Fungi
Infundichalara,1056132,Ascomycota,Hamatocanthoscyphaceae,Infundichalara,Fungi
Inopinatum,2884002,Ascomycota,Thelebolaceae,Inopinatum,Fungi
Jackrogersella,2033036,Ascomycota,Hypoxylaceae,Jackrogersella,Fungi
Jahnula,193034,Ascomycota,Aliquandostipitaceae,Jahnula,Fungi
Jamesozyma,3162961,Ascomycota,Saccharomycetaceae,Jamesozyma,Fungi
Juglanconis,1940564,Ascomycota,Juglanconidaceae,Juglanconis,Fungi
Kalaharituber,502117,Ascomycota,Pezizaceae,Kalaharituber,Fungi
Kalapuya,720593,Ascomycota,Morchellaceae,Kalapuya,Fungi
Karstenula,301203,Ascomycota,Didymosphaeriaceae,Karstenula,Fungi
Kazachstania,71245,Ascomycota,Saccharomycetaceae,Kazachstania,Fungi
Kluyveromyces,4910,Ascomycota,Saccharomycetaceae,Kluyveromyces,Fungi
Knoxdaviesia,1215354,Ascomycota,Gondwanamycetaceae,Knoxdaviesia,Fungi
Knufia,430999,Ascomycota,Trichomeriaceae,Knufia,Fungi
Kockiozyma,2861358,Ascomycota,Lipomycetaceae,Kockiozyma,Fungi
Komagataella,460517,Ascomycota,Pichiaceae,Komagataella,Fungi
Kuraishia,317045,Ascomycota,Pichiaceae,Kuraishia,Fungi
Lacazia,121739,Ascomycota,NA,Lacazia,Fungi
Lachancea,300275,Ascomycota,Saccharomycetaceae,Lachancea,Fungi
Lachnellula,47830,Ascomycota,Lachnaceae,Lachnellula,Fungi
Lasallia,87266,Ascomycota,Umbilicariaceae,Lasallia,Fungi
Lasiodiplodia,66739,Ascomycota,Botryosphaeriaceae,Lasiodiplodia,Fungi
Lasiosphaeria,92901,Ascomycota,Lasiosphaeriaceae,Lasiosphaeria,Fungi
Lasiosphaeriaceae,42302,Ascomycota,Lasiosphaeriaceae,NA,Fungi
Lasiosphaeris,260669,Ascomycota,Lasiosphaeriaceae,Lasiosphaeris,Fungi
Lecanicillium,291363,Ascomycota,Cordycipitaceae,Lecanicillium,Fungi
Lecanora,39934,Ascomycota,Lecanoraceae,Lecanora,Fungi
Lecanoromycetidae,388435,Ascomycota,NA,NA,Fungi
Lecanosticta,687950,Ascomycota,Mycosphaerellaceae,Lecanosticta,Fungi
Lentithecium,690896,Ascomycota,Lentitheciaceae,Lentithecium,Fungi
Leohumicola,290614,Ascomycota,NA,Leohumicola,Fungi
Lepidopterella,561967,Ascomycota,Argynnaceae,Lepidopterella,Fungi
Lepraria,209122,Ascomycota,Stereocaulaceae,Lepraria,Fungi
Leptodontidium,75374,Ascomycota,Leptodontidiaceae,Leptodontidium,Fungi
Leptogium,168915,Ascomycota,Collemataceae,Leptogium,Fungi
Leptographium,96312,Ascomycota,Ophiostomataceae,Leptographium,Fungi
Leptosphaeria,5021,Ascomycota,Leptosphaeriaceae,Leptosphaeria,Fungi
Letharia,112415,Ascomycota,Parmeliaceae,Letharia,Fungi
Letrouitia,157775,Ascomycota,Letrouitiaceae,Letrouitia,Fungi
Leuconeurospora,95333,Ascomycota,Pseudeurotiaceae,Leuconeurospora,Fungi
Leucostoma,5118,Ascomycota,Cytosporaceae,Leucostoma,Fungi
Lichina,157482,Ascomycota,Lichinaceae,Lichina,Fungi
Lignoscripta,2918521,Ascomycota,Trapeliaceae,Lignoscripta,Fungi
Lindgomyces,741162,Ascomycota,Lindgomycetaceae,Lindgomyces,Fungi
Lineolata,578092,Ascomycota,Lineolataceae,Lineolata,Fungi
Lipomyces,29828,Ascomycota,Lipomycetaceae,Lipomyces,Fungi
Lithohypha,2695291,Ascomycota,Trichomeriaceae,Lithohypha,Fungi
Lizonia,1206353,Ascomycota,Pseudoperisporiaceae,Lizonia,Fungi
Lobaria,63752,Ascomycota,Lobariaceae,Lobaria,Fungi
Lodderomyces,36913,Ascomycota,Debaryomycetaceae,Lodderomyces,Fungi
Lojkania,45288,Ascomycota,NA,Lojkania,Fungi
Lomentospora,1549750,Ascomycota,Microascaceae,Lomentospora,Fungi
Lophiostoma,45148,Ascomycota,Lophiostomataceae,Lophiostoma,Fungi
Lophiotrema,690884,Ascomycota,Lophiotremataceae,Lophiotrema,Fungi
Lophium,390887,Ascomycota,Mytilinidiaceae,Lophium,Fungi
Loramyces,132172,Ascomycota,Mollisiaceae,Loramyces,Fungi
Macronectria,2717533,Ascomycota,Nectriaceae,Macronectria,Fungi
Macrophomina,35724,Ascomycota,Botryosphaeriaceae,Macrophomina,Fungi
Macroventuria,301206,Ascomycota,Didymellaceae,Macroventuria,Fungi
Madurella,100815,Ascomycota,NA,Madurella,Fungi
Magnaporthe,148303,Ascomycota,Magnaporthaceae,Magnaporthe,Fungi
Magnaporthiopsis,1491576,Ascomycota,Magnaporthaceae,Magnaporthiopsis,Fungi
Magnusiomyces,1095182,Ascomycota,Dipodascaceae,Magnusiomyces,Fungi
Mariannaea,64630,Ascomycota,Nectriaceae,Mariannaea,Fungi
Martiniozyma,1689811,Ascomycota,Pichiaceae,Martiniozyma,Fungi
Massarina,45292,Ascomycota,Massarinaceae,Massarina,Fungi
Massariosphaeria,100034,Ascomycota,NA,Massariosphaeria,Fungi
Maudiozyma,3162980,Ascomycota,Saccharomycetaceae,Maudiozyma,Fungi
Melanconium,522266,Ascomycota,Melanconidaceae,Melanconium,Fungi
Melanelia,91757,Ascomycota,Parmeliaceae,Melanelia,Fungi
Melanocarpus,113631,Ascomycota,Chaetomiaceae,Melanocarpus,Fungi
Melanomma,45308,Ascomycota,Melanommataceae,Melanomma,Fungi
Melanopsamma,80380,Ascomycota,Stachybotryaceae,Melanopsamma,Fungi
Meristemomyces,1508186,Ascomycota,Teratosphaeriaceae,Meristemomyces,Fungi
Metarhizium,5529,Ascomycota,Clavicipitaceae,Metarhizium,Fungi
Meyerozyma,766728,Ascomycota,Debaryomycetaceae,Meyerozyma,Fungi
Microcera,1053150,Ascomycota,Nectriaceae,Microcera,Fungi
Microdochium,67608,Ascomycota,Microdochiaceae,Microdochium,Fungi
Microsporum,34392,Ascomycota,Arthrodermataceae,Microsporum,Fungi
Microthecium,1646516,Ascomycota,Ceratostomataceae,Microthecium,Fungi
Microthyrium,1037661,Ascomycota,Microthyriaceae,Microthyrium,Fungi
Millerozyma,766502,Ascomycota,Debaryomycetaceae,Millerozyma,Fungi
Moelleriella,511189,Ascomycota,Clavicipitaceae,Moelleriella,Fungi
Mollisia,86026,Ascomycota,Mollisiaceae,Mollisia,Fungi
Mollisiaceae,2755564,Ascomycota,Mollisiaceae,NA,Fungi
Monascus,5097,Ascomycota,Aspergillaceae,Monascus,Fungi
Monilinia,38447,Ascomycota,Sclerotiniaceae,Monilinia,Fungi
Monilochaetes,593266,Ascomycota,Australiascaceae,Monilochaetes,Fungi
Monosporascus,155415,Ascomycota,NA,Monosporascus,Fungi
Monosporozyma,3162981,Ascomycota,Saccharomycetaceae,Monosporozyma,Fungi
Morchella,5193,Ascomycota,Morchellaceae,Morchella,Fungi
Myceliophthora,49009,Ascomycota,Chaetomiaceae,Myceliophthora,Fungi
Mycocalicium,39941,Ascomycota,Mycocaliciaceae,Mycocalicium,Fungi
Mycothermus,1940842,Ascomycota,Chaetomiaceae,Mycothermus,Fungi
Myotisia,2959711,Ascomycota,NA,Myotisia,Fungi
Myriangium,147569,Ascomycota,Myriangiaceae,Myriangium,Fungi
Myriogenospora,45282,Ascomycota,Clavicipitaceae,Myriogenospora,Fungi
Myriosclerotinia,38442,Ascomycota,Sclerotiniaceae,Myriosclerotinia,Fungi
Myrmaecium,1680684,Ascomycota,Valsariaceae,Myrmaecium,Fungi
Myrothecium,5531,Ascomycota,Stachybotryaceae,Myrothecium,Fungi
Mytilinidion,574786,Ascomycota,Mytilinidiaceae,Mytilinidion,Fungi
Myxotrichum,78133,Ascomycota,Myxotrichaceae,Myxotrichum,Fungi
Nadsonia,45785,Ascomycota,NA,Nadsonia,Fungi
Nadvornikia,279170,Ascomycota,Graphidaceae,Nadvornikia,Fungi
Nakaseomyces,374468,Ascomycota,Saccharomycetaceae,Nakaseomyces,Fungi
Nakazawaea,460521,Ascomycota,Pachysolenaceae,Nakazawaea,Fungi
Nalanthamala,160956,Ascomycota,Nectriaceae,Nalanthamala,Fungi
Nannizzia,1915381,Ascomycota,Arthrodermataceae,Nannizzia,Fungi
Nannizziopsis,85841,Ascomycota,Nannizziopsiaceae,Nannizziopsis,Fungi
Naumovozyma,278028,Ascomycota,Saccharomycetaceae,Naumovozyma,Fungi
Nectria,5133,Ascomycota,Nectriaceae,Nectria,Fungi
Nemania,109374,Ascomycota,Xylariaceae,Nemania,Fungi
Neoarthrinium,2983819,Ascomycota,Apiosporaceae,Neoarthrinium,Fungi
Neocatenulostroma,1515428,Ascomycota,Teratosphaeriaceae,Neocatenulostroma,Fungi
Neocucurbitaria,1986179,Ascomycota,Cucurbitariaceae,Neocucurbitaria,Fungi
Neodeightonia,548659,Ascomycota,Botryosphaeriaceae,Neodeightonia,Fungi
Neodidymelliopsis,1770203,Ascomycota,Didymellaceae,Neodidymelliopsis,Fungi
Neofabraea,143937,Ascomycota,Dermateaceae,Neofabraea,Fungi
Neofusicoccum,407951,Ascomycota,Botryosphaeriaceae,Neofusicoccum,Fungi
Neolecta,29825,Ascomycota,Neolectaceae,Neolecta,Fungi
Neonectria,140106,Ascomycota,Nectriaceae,Neonectria,Fungi
Neopestalotiopsis,1562158,Ascomycota,Sporocadaceae,Neopestalotiopsis,Fungi
Neophaeococcomyces,1919072,Ascomycota,NA,Neophaeococcomyces,Fungi
Neopyricularia,1578917,Ascomycota,Pyriculariaceae,Neopyricularia,Fungi
Neoscytalidium,463684,Ascomycota,Botryosphaeriaceae,Neoscytalidium,Fungi
Neosetophoma,798068,Ascomycota,Phaeosphaeriaceae,Neosetophoma,Fungi
Neotyphodium,45284,Ascomycota,Clavicipitaceae,Neotyphodium,Fungi
Neurospora,5140,Ascomycota,Sordariaceae,Neurospora,Fungi
Niesslia,267679,Ascomycota,Niessliaceae,Niesslia,Fungi
Nigrospora,114230,Ascomycota,Apiosporaceae,Nigrospora,Fungi
Niveomyces,2996321,Ascomycota,Cordycipitaceae,Niveomyces,Fungi
Nodulisporium,96453,Ascomycota,Xylariaceae,Nodulisporium,Fungi
Nodulosphaeria,1582315,Ascomycota,Phaeosphaeriaceae,Nodulosphaeria,Fungi
Ochronectria,110587,Ascomycota,Bionectriaceae,Ochronectria,Fungi
Oculimacula,228665,Ascomycota,Ploettnerulaceae,Oculimacula,Fungi
Oedohysterium,714889,Ascomycota,Hysteriaceae,Oedohysterium,Fungi
Ogataea,461281,Ascomycota,Pichiaceae,Ogataea,Fungi
Oidiodendron,78141,Ascomycota,Myxotrichaceae,Oidiodendron,Fungi
Onygena,45432,Ascomycota,Onygenaceae,Onygena,Fungi
Onygenales,33183,Ascomycota,NA,NA,Fungi
Ophidiomyces,1387562,Ascomycota,Onygenaceae,Ophidiomyces,Fungi
Ophiobolus,45294,Ascomycota,Phaeosphaeriaceae,Ophiobolus,Fungi
Ophiocordyceps,474995,Ascomycota,Ophiocordycipitaceae,Ophiocordyceps,Fungi
Ophiognomonia,494041,Ascomycota,Gnomoniaceae,Ophiognomonia,Fungi
Ophiosphaerella,33174,Ascomycota,Phaeosphaeriaceae,Ophiosphaerella,Fungi
Ophiostoma,5159,Ascomycota,Ophiostomataceae,Ophiostoma,Fungi
Orbilia,47022,Ascomycota,Orbiliaceae,Orbilia,Fungi
Pachysolen,4917,Ascomycota,Pachysolenaceae,Pachysolen,Fungi
Paecilomyces,33202,Ascomycota,Thermoascaceae,Paecilomyces,Fungi
Parachaetomium,2795251,Ascomycota,Chaetomiaceae,Parachaetomium,Fungi
Paracoccidioides,38946,Ascomycota,Ajellomycetaceae,Paracoccidioides,Fungi
Paradendryphiella,1342520,Ascomycota,Pleosporaceae,Paradendryphiella,Fungi
Paraisaria,569878,Ascomycota,Ophiocordycipitaceae,Paraisaria,Fungi
Paramyrothecium,1859940,Ascomycota,Stachybotryaceae,Paramyrothecium,Fungi
Paraphaeosphaeria,125369,Ascomycota,Didymosphaeriaceae,Paraphaeosphaeria,Fungi
Paraphoma,798070,Ascomycota,Phaeosphaeriaceae,Paraphoma,Fungi
Paraphyton,1916085,Ascomycota,Arthrodermataceae,Paraphyton,Fungi
Parascedosporium,1150382,Ascomycota,Microascaceae,Parascedosporium,Fungi
Parastagonospora,1351751,Ascomycota,Phaeosphaeriaceae,Parastagonospora,Fungi
Parathielavia,2609800,Ascomycota,Chaetomiaceae,Parathielavia,Fungi
Parmelia,87260,Ascomycota,Parmeliaceae,Parmelia,Fungi
Parmelina,172628,Ascomycota,Parmeliaceae,Parmelina,Fungi
Parmotrema,172634,Ascomycota,Parmeliaceae,Parmotrema,Fungi
Patellaria,703505,Ascomycota,Patellariaceae,Patellaria,Fungi
Peltaster,286660,Ascomycota,NA,Peltaster,Fungi
Peltigera,48861,Ascomycota,Peltigeraceae,Peltigera,Fungi
Peltula,157480,Ascomycota,Phylliscaceae,Peltula,Fungi
Penicillifer,1508269,Ascomycota,Nectriaceae,Penicillifer,Fungi
Penicilliopsis,70110,Ascomycota,Aspergillaceae,Penicilliopsis,Fungi
Penicillium,5073,Ascomycota,Aspergillaceae,Penicillium,Fungi
Periconia,97971,Ascomycota,Periconiaceae,Periconia,Fungi
Pertusaria,50932,Ascomycota,Pertusariaceae,Pertusaria,Fungi
Pestalotiopsis,37840,Ascomycota,Sporocadaceae,Pestalotiopsis,Fungi
Peterozyma,1196393,Ascomycota,Pachysolenaceae,Peterozyma,Fungi
Peziza,40593,Ascomycota,Pezizaceae,Peziza,Fungi
Pezizella,1033671,Ascomycota,Pezizellaceae,Pezizella,Fungi
Phaeoacremonium,65412,Ascomycota,Togniniaceae,Phaeoacremonium,Fungi
Phaeosphaeria,55067,Ascomycota,Phaeosphaeriaceae,Phaeosphaeria,Fungi
Phaeosphaeriaceae,5020,Ascomycota,Phaeosphaeriaceae,NA,Fungi
Phaeotrichum,134356,Ascomycota,Phaeotrichaceae,Phaeotrichum,Fungi
Phaffomyces,83172,Ascomycota,Phaffomycetaceae,Phaffomyces,Fungi
Phialemonium,83822,Ascomycota,Cephalothecaceae,Phialemonium,Fungi
Phialina,2794862,Ascomycota,Pezizellaceae,Phialina,Fungi
Phialocephala,150173,Ascomycota,Mollisiaceae,Phialocephala,Fungi
Phialophora,5600,Ascomycota,Herpotrichiellaceae,Phialophora,Fungi
Phlyctema,1351819,Ascomycota,Dermateaceae,Phlyctema,Fungi
Phlyctis,318740,Ascomycota,Phlyctidaceae,Phlyctis,Fungi
Phoma,37463,Ascomycota,Didymellaceae,Phoma,Fungi
Phomopsis,34399,Ascomycota,Diaporthaceae,Phomopsis,Fungi
Phyllachora,54961,Ascomycota,Phyllachoraceae,Phyllachora,Fungi
Phylliscum,318744,Ascomycota,Phylliscaceae,Phylliscum,Fungi
Phyllosticta,121621,Ascomycota,Phyllostictaceae,Phyllosticta,Fungi
Physcia,50935,Ascomycota,Physciaceae,Physcia,Fungi
Piccolia,2939411,Ascomycota,NA,Piccolia,Fungi
Pichia,4919,Ascomycota,Pichiaceae,Pichia,Fungi
Piedraia,147572,Ascomycota,Piedraiaceae,Piedraia,Fungi
Platismatia,78069,Ascomycota,Parmeliaceae,Platismatia,Fungi
Plectosphaerella,40657,Ascomycota,Plectosphaerellaceae,Plectosphaerella,Fungi
Plenodomus,118259,Ascomycota,Leptosphaeriaceae,Plenodomus,Fungi
Pleomassaria,100043,Ascomycota,Pleomassariaceae,Pleomassaria,Fungi
Pleopsidium,247143,Ascomycota,Acarosporaceae,Pleopsidium,Fungi
Pleosporales,92860,Ascomycota,NA,NA,Fungi
Pleurocordyceps,2908803,Ascomycota,Polycephalomycetaceae,Pleurocordyceps,Fungi
Pleurostoma,308472,Ascomycota,Pleurostomataceae,Pleurostoma,Fungi
Plicaria,43083,Ascomycota,Pezizaceae,Plicaria,Fungi
Pneumocystis,4753,Ascomycota,Pneumocystaceae,Pneumocystis,Fungi
Pochonia,243023,Ascomycota,Clavicipitaceae,Pochonia,Fungi
Podosphaera,62701,Ascomycota,Erysiphaceae,Podosphaera,Fungi
Podospora,5144,Ascomycota,Podosporaceae,Podospora,Fungi
Polycauliona,1300033,Ascomycota,Teloschistaceae,Polycauliona,Fungi
Polycephalomyces,150362,Ascomycota,Polycephalomycetaceae,Polycephalomyces,Fungi
Polychaeton,705561,Ascomycota,Capnodiaceae,Polychaeton,Fungi
Polyplosphaeria,714959,Ascomycota,Tetraplosphaeriaceae,Polyplosphaeria,Fungi
Polytolypa,221427,Ascomycota,NA,Polytolypa,Fungi
Porocercospora,1514118,Ascomycota,Mycosphaerellaceae,Porocercospora,Fungi
Poronia,101474,Ascomycota,Xylariaceae,Poronia,Fungi
Porpidia,40596,Ascomycota,Lecideaceae,Porpidia,Fungi
Preussia,265084,Ascomycota,Sporormiaceae,Preussia,Fungi
Priceomyces,766759,Ascomycota,Debaryomycetaceae,Priceomyces,Fungi
Protomyces,27331,Ascomycota,Protomycetaceae,Protomyces,Fungi
Protopannaria,191115,Ascomycota,Pannariaceae,Protopannaria,Fungi
Pseudocercospora,131324,Ascomycota,Mycosphaerellaceae,Pseudocercospora,Fungi
Pseudogymnoascus,78156,Ascomycota,Thelebolaceae,Pseudogymnoascus,Fungi
Pseudonectria,40628,Ascomycota,Nectriaceae,Pseudonectria,Fungi
Pseudopenicillium,2755113,Ascomycota,Aspergillaceae,Pseudopenicillium,Fungi
Puiggariella,2676770,Ascomycota,Strigulaceae,Puiggariella,Fungi
Pulvinula,49970,Ascomycota,Pulvinulaceae,Pulvinula,Fungi
Purpureocillium,1052105,Ascomycota,Ophiocordycipitaceae,Purpureocillium,Fungi
Puttea,1206384,Ascomycota,NA,Puttea,Fungi
Pycnora,318745,Ascomycota,Pycnoraceae,Pycnora,Fungi
Pycnothelia,83471,Ascomycota,Cladoniaceae,Pycnothelia,Fungi
Pyrenochaeta,285810,Ascomycota,Cucurbitariaceae,Pyrenochaeta,Fungi
Pyrenopeziza,76658,Ascomycota,Ploettnerulaceae,Pyrenopeziza,Fungi
Pyrenophora,5027,Ascomycota,Pleosporaceae,Pyrenophora,Fungi
Pyricularia,48558,Ascomycota,Pyriculariaceae,Pyricularia,Fungi
Pyronema,47204,Ascomycota,Pyronemataceae,Pyronema,Fungi
Ramalina,56479,Ascomycota,Ramalinaceae,Ramalina,Fungi
Ramularia,112497,Ascomycota,Mycosphaerellaceae,Ramularia,Fungi
Rasamsonia,1132856,Ascomycota,Trichocomaceae,Rasamsonia,Fungi
Recurvomyces,701936,Ascomycota,Teratosphaeriaceae,Recurvomyces,Fungi
Remersonia,72143,Ascomycota,Chaetomiaceae,Remersonia,Fungi
Rhexocercosporidium,204754,Ascomycota,NA,Rhexocercosporidium,Fungi
Rhinocladiella,5587,Ascomycota,Herpotrichiellaceae,Rhinocladiella,Fungi
Rhizodiscina,1504669,Ascomycota,Rhizodiscinaceae,Rhizodiscina,Fungi
Rhizoplaca,111842,Ascomycota,Lecanoraceae,Rhizoplaca,Fungi
Rhynchosporium,38037,Ascomycota,Ploettnerulaceae,Rhynchosporium,Fungi
Rhypophila,2905927,Ascomycota,Naviculisporaceae,Rhypophila,Fungi
Rhytidhysteron,37884,Ascomycota,Hysteriaceae,Rhytidhysteron,Fungi
Robillarda,5468,Ascomycota,Sporocadaceae,Robillarda,Fungi
Roccellographa,92841,Ascomycota,Roccellographaceae,Roccellographa,Fungi
Rosellinia,77043,Ascomycota,Xylariaceae,Rosellinia,Fungi
Rostrohypoxylon,742313,Ascomycota,Hypoxylaceae,Rostrohypoxylon,Fungi
Rutstroemia,38452,Ascomycota,Rutstroemiaceae,Rutstroemia,Fungi
Saccharata,371108,Ascomycota,Saccharataceae,Saccharata,Fungi
Saccharomyces,4930,Ascomycota,Saccharomycetaceae,Saccharomyces,Fungi
Saccharomycodes,36034,Ascomycota,Saccharomycodaceae,Saccharomycodes,Fungi
Saccharomycopsis,4943,Ascomycota,Saccharomycopsidaceae,Saccharomycopsis,Fungi
Saitoella,5605,Ascomycota,NA,Saitoella,Fungi
Samsoniella,2591471,Ascomycota,Cordycipitaceae,Samsoniella,Fungi
Samuelsia,511200,Ascomycota,Clavicipitaceae,Samuelsia,Fungi
Sarcosagium,286405,Ascomycota,NA,Sarcosagium,Fungi
Sarcoscypha,47216,Ascomycota,Sarcoscyphaceae,Sarcoscypha,Fungi
Sarcosphaera,49972,Ascomycota,Pezizaceae,Sarcosphaera,Fungi
Sarcotrochila,132178,Ascomycota,Cenangiaceae,Sarcotrochila,Fungi
Sarea,273281,Ascomycota,Zythiaceae,Sarea,Fungi
Sarocladium,284134,Ascomycota,Sarocladiaceae,Sarocladium,Fungi
Saturnispora,29834,Ascomycota,Pichiaceae,Saturnispora,Fungi
Savoryella,1096518,Ascomycota,Savoryellaceae,Savoryella,Fungi
Saxophila,1917220,Ascomycota,Extremaceae,Saxophila,Fungi
Scedosporium,41687,Ascomycota,Microascaceae,Scedosporium,Fungi
Scheffersomyces,766733,Ascomycota,Debaryomycetaceae,Scheffersomyces,Fungi
Schizosaccharomyces,4895,Ascomycota,Schizosaccharomycetaceae,Schizosaccharomyces,Fungi
Schizothecium,252155,Ascomycota,Schizotheciaceae,Schizothecium,Fungi
Schwanniomyces,766758,Ascomycota,Debaryomycetaceae,Schwanniomyces,Fungi
Scleromitrula,58904,Ascomycota,Sclerotiniaceae,Scleromitrula,Fungi
Sclerophora,188195,Ascomycota,Coniocybaceae,Sclerophora,Fungi
Sclerotinia,5179,Ascomycota,Sclerotiniaceae,Sclerotinia,Fungi
Scolecofusarium,2871151,Ascomycota,Nectriaceae,Scolecofusarium,Fungi
Scortechinia,306133,Ascomycota,Scortechiniaceae,Scortechinia,Fungi
Scytalidium,5538,Ascomycota,NA,Scytalidium,Fungi
Seiridium,138063,Ascomycota,Sporocadaceae,Seiridium,Fungi
Seirophora,671928,Ascomycota,Teloschistaceae,Seirophora,Fungi
Septoria,39702,Ascomycota,Mycosphaerellaceae,Septoria,Fungi
Setomelanomma,210429,Ascomycota,Phaeosphaeriaceae,Setomelanomma,Fungi
Setosphaeria,91493,Ascomycota,Pleosporaceae,Exserohilum,Fungi
Shiraia,224419,Ascomycota,Shiraiaceae,Shiraia,Fungi
Simplicillium,292631,Ascomycota,Cordycipitaceae,Simplicillium,Fungi
Siphula,50927,Ascomycota,Icmadophilaceae,Siphula,Fungi
Sirococcus,83884,Ascomycota,NA,Sirococcus,Fungi
Sodiomyces,1401161,Ascomycota,Plectosphaerellaceae,Sodiomyces,Fungi
Sordaria,5146,Ascomycota,Sordariaceae,Sordaria,Fungi
Spathaspora,412764,Ascomycota,Debaryomycetaceae,Spathaspora,Fungi
Sphaerosporella,43431,Ascomycota,Pyronemataceae,Sphaerosporella,Fungi
Sphaerostilbella,29869,Ascomycota,Hypocreaceae,Sphaerostilbella,Fungi
Sporormia,45136,Ascomycota,Sporormiaceae,Sporormia,Fungi
Sporothrix,29907,Ascomycota,Ophiostomataceae,Sporothrix,Fungi
Stachybotrys,74721,Ascomycota,Stachybotryaceae,Stachybotrys,Fungi
Stagonospora,54788,Ascomycota,Massarinaceae,Stagonospora,Fungi
Stagonosporopsis,749880,Ascomycota,Didymellaceae,Stagonosporopsis,Fungi
Staphylotrichum,370954,Ascomycota,Chaetomiaceae,Staphylotrichum,Fungi
Starmera,83173,Ascomycota,Phaffomycetaceae,Starmera,Fungi
Starmerella,75735,Ascomycota,Trichomonascaceae,Starmerella,Fungi
Stemphylium,95729,Ascomycota,Pleosporaceae,Stemphylium,Fungi
Stephanonectria,315410,Ascomycota,Nectriaceae,Stephanonectria,Fungi
Sticta,137528,Ascomycota,Lobariaceae,Sticta,Fungi
Stilbella,150382,Ascomycota,NA,Stilbella,Fungi
Stilbocrea,267681,Ascomycota,Bionectriaceae,Stilbocrea,Fungi
Stipitochalara,3041336,Ascomycota,Hamatocanthoscyphaceae,Stipitochalara,Fungi
Stromatinia,66101,Ascomycota,Sclerotiniaceae,Stromatinia,Fungi
Stylonectria,1053253,Ascomycota,Nectriaceae,Stylonectria,Fungi
Sugiyamaella,410829,Ascomycota,Trichomonascaceae,Sugiyamaella,Fungi
Suhomyces,1539666,Ascomycota,Debaryomycetaceae,Suhomyces,Fungi
Sungouiella,3315605,Ascomycota,Metschnikowiaceae,Sungouiella,Fungi
Talaromyces,5094,Ascomycota,Trichocomaceae,Talaromyces,Fungi
Taphrina,5010,Ascomycota,Taphrinaceae,Taphrina,Fungi
Teloschistes,88647,Ascomycota,Teloschistaceae,Teloschistes,Fungi
Teratosphaeria,237584,Ascomycota,Teratosphaeriaceae,Teratosphaeria,Fungi
Teratosphaeriaceae,668547,Ascomycota,Teratosphaeriaceae,NA,Fungi
Terfezia,74855,Ascomycota,Pezizaceae,Terfezia,Fungi
Tetracladium,164535,Ascomycota,NA,Tetracladium,Fungi
Tetrapisispora,113604,Ascomycota,Saccharomycetaceae,Tetrapisispora,Fungi
Teunomyces,1539665,Ascomycota,Debaryomycetaceae,Teunomyces,Fungi
Thamnolia,83479,Ascomycota,Icmadophilaceae,Thamnolia,Fungi
Thelocarpon,286412,Ascomycota,Thelocarpaceae,Thelocarpon,Fungi
Thelonectria,1053258,Ascomycota,Nectriaceae,Thelonectria,Fungi
Thelotrema,208717,Ascomycota,Graphidaceae,Thelotrema,Fungi
Thermoascus,5086,Ascomycota,Thermoascaceae,Thermoascus,Fungi
Thermochaetoides,2944547,Ascomycota,Chaetomiaceae,Thermochaetoides,Fungi
Thermomyces,5540,Ascomycota,Trichocomaceae,Thermomyces,Fungi
Thermothelomyces,1920207,Ascomycota,Chaetomiaceae,Thermothelomyces,Fungi
Thermothielavioides,2609811,Ascomycota,Chaetomiaceae,Thermothielavioides,Fungi
Thielaviopsis,60496,Ascomycota,Ceratocystidaceae,Thielaviopsis,Fungi
Thozetella,239050,Ascomycota,Chaetosphaeriaceae,Thozetella,Fungi
Thuemenidium,315086,Ascomycota,NA,Thuemenidium,Fungi
